type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-09 20:38:37,45.65137281,13.77724745,10.89,55.102,,0.000,,18,42,,
T,2024-03-09 20:38:38,45.65137283,13.77724737,10.90,55.103,,0.000,,18,42,,
T,2024-03-09 20:38:39,45.65137286,13.77724723,10.94,55.104,,0.000,,18,42,,
T,2024-03-09 20:38:40,45.65137282,13.77724697,10.99,55.105,,0.000,,19,42,,
T,2024-03-09 20:38:41,45.65137281,13.77724679,10.87,55.107,,0.000,,17,42,,
T,2024-03-09 20:38:42,45.65137276,13.77724655,10.78,55.116,,0.000,,18,42,,
T,2024-03-09 20:38:43,45.65137278,13.77724637,10.75,55.132,,0.000,,18,42,,
T,2024-03-09 20:38:44,45.65137275,13.77724633,10.63,55.131,,0.000,,19,42,,
T,2024-03-09 20:38:45,45.65137273,13.77724629,10.45,55.134,,0.000,,19,42,,
T,2024-03-09 20:38:46,45.65137270,13.77724616,10.39,55.134,,0.000,,17,42,,
T,2024-03-09 20:38:47,45.65137266,13.77724606,10.30,55.131,,0.000,,17,42,,
T,2024-03-09 20:38:48,45.65137265,13.77724600,10.28,55.131,,0.000,,17,42,,
T,2024-03-09 20:38:49,45.65137264,13.77724593,10.29,55.141,,0.000,,17,42,,
T,2024-03-09 20:38:50,45.65137260,13.77724588,10.33,55.149,,0.000,,16,42,,
T,2024-03-09 20:38:51,45.65137256,13.77724579,10.35,55.158,,0.000,,16,42,,
T,2024-03-09 20:38:52,45.65137251,13.77724572,10.34,55.161,,0.000,,16,42,,
T,2024-03-09 20:38:53,45.65137249,13.77724572,10.43,55.167,,0.000,,15,42,,
T,2024-03-09 20:38:54,45.65137248,13.77724572,10.46,55.176,,0.000,,16,42,,
T,2024-03-09 20:38:55,45.65137247,13.77724576,10.47,55.176,,0.000,,16,42,,
T,2024-03-09 20:38:56,45.65137244,13.77724574,10.20,55.185,,0.000,,16,42,,
T,2024-03-09 20:38:57,45.65137359,13.77724248,10.10,54.626,,0.420,246,17,42,,
T,2024-03-09 20:38:58,45.65137532,13.77723966,10.09,54.932,,0.210,318,15,42,,
T,2024-03-09 20:38:59,45.65137610,13.77723189,10.67,53.277,,0.000,,16,42,,
T,2024-03-09 20:39:00,45.65137936,13.77722493,10.60,53.412,,0.000,,16,42,,
T,2024-03-09 20:39:01,45.65138014,13.77722306,10.63,53.374,,0.000,,15,42,,
T,2024-03-09 20:39:02,45.65138033,13.77722257,10.55,53.370,,0.000,,15,42,,
T,2024-03-09 20:39:03,45.65138038,13.77722243,10.34,53.367,,0.000,,15,42,,
T,2024-03-09 20:39:04,45.65138041,13.77722241,10.27,53.366,,0.000,,15,42,,
T,2024-03-09 20:39:05,45.65138041,13.77722241,10.05,53.360,,0.000,,13,42,,
T,2024-03-09 20:39:06,45.65138040,13.77722237,10.11,53.361,,0.000,,13,42,,
T,2024-03-09 20:39:07,45.65138040,13.77722229,10.41,53.357,,0.000,,11,42,,
T,2024-03-09 20:39:08,45.65138036,13.77722215,10.64,53.353,,0.000,,13,42,,
T,2024-03-09 20:39:09,45.65138037,13.77722211,10.62,53.352,,0.000,,13,42,,
T,2024-03-09 20:39:10,45.65138139,13.77721242,10.56,53.186,,0.860,280,13,42,,
T,2024-03-09 20:39:11,45.65138533,13.77720146,10.54,54.077,,0.820,290,14,42,,
T,2024-03-09 20:39:12,45.65138416,13.77718082,9.99,55.290,,1.310,273,19,42,,
T,2024-03-09 20:39:13,45.65137925,13.77717308,10.13,57.164,,0.700,247,20,42,,
T,2024-03-09 20:39:14,45.65137002,13.77716101,3.79,56.813,,1.460,243,20,42,,
T,2024-03-09 20:39:15,45.65136162,13.77714897,3.79,57.802,,1.300,240,20,42,,
T,2024-03-09 20:39:16,45.65135770,13.77712977,3.79,59.008,,1.450,269,20,42,,
T,2024-03-09 20:39:17,45.65135358,13.77711850,3.79,59.207,,1.230,240,20,42,,
T,2024-03-09 20:39:18,45.65135362,13.77710383,3.79,59.024,,1.160,268,20,42,,
T,2024-03-09 20:39:19,45.65135351,13.77708490,3.79,58.096,,1.040,268,21,42,,
T,2024-03-09 20:39:20,45.65135018,13.77706799,3.79,57.357,,1.070,257,21,42,,
T,2024-03-09 20:39:21,45.65134846,13.77705056,3.79,55.720,,1.140,271,21,42,,
T,2024-03-09 20:39:22,45.65135037,13.77703496,3.79,55.003,,1.210,294,20,42,,
T,2024-03-09 20:39:23,45.65134882,13.77701753,3.79,53.772,,1.230,273,20,42,,
T,2024-03-09 20:39:24,45.65135033,13.77700583,3.79,53.672,,1.250,297,20,42,,
T,2024-03-09 20:39:25,45.65135589,13.77699840,3.79,53.463,,1.070,310,20,42,,
T,2024-03-09 20:39:26,45.65136105,13.77699168,3.79,52.674,,1.030,307,18,42,,
T,2024-03-09 20:39:27,45.65136957,13.77698004,3.85,52.409,,1.460,302,18,41,,
T,2024-03-09 20:39:28,45.65137797,13.77696586,4.45,52.749,,1.450,302,17,41,,
T,2024-03-09 20:39:29,45.65138437,13.77694980,5.49,52.769,,1.440,297,16,41,,
T,2024-03-09 20:39:30,45.65139334,13.77693402,6.61,53.107,,1.490,302,15,41,,
T,2024-03-09 20:39:31,45.65139254,13.77693871,5.82,52.974,,0.000,,16,41,,
T,2024-03-09 20:39:32,45.65139002,13.77691616,5.79,51.511,,1.480,298,17,41,,
T,2024-03-09 20:39:33,45.65139524,13.77689740,6.31,51.678,,1.260,311,17,41,,
T,2024-03-09 20:39:34,45.65141557,13.77688655,6.19,52.690,,1.450,338,18,42,,
T,2024-03-09 20:39:35,45.65143007,13.77686803,6.51,51.641,,1.230,341,18,42,,
T,2024-03-09 20:39:36,45.65142944,13.77684659,7.37,50.361,,1.040,331,18,42,,
T,2024-03-09 20:39:37,45.65141738,13.77682108,7.14,49.246,,1.070,295,19,42,,
T,2024-03-09 20:39:38,45.65140793,13.77679172,7.29,48.863,,1.400,278,17,42,,
T,2024-03-09 20:39:39,45.65139354,13.77676165,7.28,50.476,,1.490,261,17,42,,
T,2024-03-09 20:39:40,45.65137297,13.77674278,7.31,49.161,,1.180,251,15,42,,
T,2024-03-09 20:39:41,45.65135377,13.77672649,7.41,48.405,,1.210,245,15,42,,
T,2024-03-09 20:39:42,45.65133252,13.77670672,7.42,47.808,,1.340,230,15,42,,
T,2024-03-09 20:39:43,45.65131339,13.77669105,8.14,48.457,,1.260,228,20,42,,
T,2024-03-09 20:39:44,45.65129897,13.77667090,8.99,46.516,,1.340,244,22,42,,
T,2024-03-09 20:39:45,45.65128664,13.77665445,8.87,46.568,,1.300,241,22,42,,
T,2024-03-09 20:39:46,45.65127763,13.77664111,9.49,46.721,,1.240,247,22,42,,
T,2024-03-09 20:39:47,45.65126952,13.77662761,8.69,47.430,,1.250,237,22,42,,
T,2024-03-09 20:39:48,45.65125823,13.77661658,7.86,47.304,,1.180,224,22,42,,
T,2024-03-09 20:39:49,45.65124501,13.77660227,7.01,46.019,,1.210,236,17,42,,
T,2024-03-09 20:39:50,45.65123383,13.77658718,6.28,46.273,,1.210,231,17,42,,
T,2024-03-09 20:39:51,45.65122193,13.77657377,6.06,46.039,,1.230,231,17,42,,
T,2024-03-09 20:39:52,45.65120909,13.77656465,5.84,47.153,,1.250,217,18,42,,
T,2024-03-09 20:39:53,45.65119346,13.77655439,5.43,48.268,,1.240,221,18,42,,
T,2024-03-09 20:39:54,45.65117763,13.77654214,5.05,50.460,,1.270,215,17,42,,
T,2024-03-09 20:39:55,45.65116186,13.77653255,4.83,51.394,,1.280,219,17,42,,
T,2024-03-09 20:39:56,45.65114459,13.77652813,4.50,52.937,,1.290,207,17,42,,
T,2024-03-09 20:39:57,45.65113190,13.77651463,4.24,54.889,,1.300,225,17,42,,
T,2024-03-09 20:39:58,45.65111132,13.77649403,4.08,57.060,,1.500,226,18,42,,
T,2024-03-09 20:39:59,45.65108941,13.77648127,4.06,57.627,,1.440,204,18,42,,
T,2024-03-09 20:40:00,45.65107272,13.77646305,3.96,57.957,,1.420,219,20,42,,
T,2024-03-09 20:40:01,45.65105061,13.77644980,3.94,54.903,,1.680,195,20,42,,
T,2024-03-09 20:40:02,45.65103155,13.77644252,4.08,54.500,,1.820,200,21,42,,
T,2024-03-09 20:40:03,45.65102296,13.77643905,4.12,54.318,,0.640,198,21,42,,
T,2024-03-09 20:40:04,45.65101600,13.77643284,4.17,55.384,,0.860,229,22,42,,
T,2024-03-09 20:40:05,45.65100574,13.77641995,4.17,54.873,,1.510,225,22,42,,
T,2024-03-09 20:40:06,45.65099373,13.77640360,4.17,54.346,,1.570,232,22,42,,
T,2024-03-09 20:40:07,45.65098585,13.77638878,4.27,54.858,,1.190,250,23,42,,
T,2024-03-09 20:40:08,45.65098152,13.77637304,4.24,54.736,,1.170,260,21,42,,
T,2024-03-09 20:40:09,45.65097987,13.77635635,4.34,55.420,,0.940,265,22,42,,
T,2024-03-09 20:40:10,45.65097611,13.77633830,4.30,55.084,,1.130,247,21,42,,
T,2024-03-09 20:40:11,45.65096920,13.77632285,4.32,54.033,,1.190,217,23,42,,
T,2024-03-09 20:40:12,45.65097540,13.77632307,4.14,54.405,,0.000,,23,41,,
T,2024-03-09 20:40:13,45.65097738,13.77632358,3.97,54.407,,0.000,,22,41,,
T,2024-03-09 20:40:14,45.65097783,13.77632364,3.85,54.411,,0.000,,21,42,,
T,2024-03-09 20:40:15,45.65097864,13.77631393,3.86,54.491,,0.880,261,21,42,,
T,2024-03-09 20:40:16,45.65098733,13.77629232,4.00,54.320,,1.880,299,21,42,,
T,2024-03-09 20:40:17,45.65099683,13.77627322,3.79,53.192,,1.480,301,19,42,,
T,2024-03-09 20:40:18,45.65100807,13.77625319,3.79,52.864,,1.700,314,19,42,,
T,2024-03-09 20:40:19,45.65102097,13.77623681,3.79,52.985,,1.610,317,19,42,,
T,2024-03-09 20:40:20,45.65103128,13.77621811,3.79,53.732,,1.610,307,21,42,,
T,2024-03-09 20:40:21,45.65103723,13.77619460,3.79,54.079,,1.580,298,20,42,,
T,2024-03-09 20:40:22,45.65104564,13.77617761,3.79,53.627,,1.470,309,20,42,,
T,2024-03-09 20:40:23,45.65105039,13.77615965,3.79,54.123,,1.550,296,20,42,,
T,2024-03-09 20:40:24,45.65105797,13.77614322,3.85,53.809,,1.520,302,20,42,,
T,2024-03-09 20:40:25,45.65106459,13.77612720,4.00,53.884,,1.510,297,21,41,,
T,2024-03-09 20:40:26,45.65107257,13.77611315,4.13,53.990,,1.500,305,21,41,,
T,2024-03-09 20:40:27,45.65107348,13.77609164,4.14,53.941,,1.710,274,20,41,,
T,2024-03-09 20:40:28,45.65107569,13.77607472,4.17,52.654,,1.410,282,20,41,,
T,2024-03-09 20:40:29,45.65107990,13.77605723,4.40,52.300,,1.500,287,20,41,,
T,2024-03-09 20:40:30,45.65108153,13.77603473,4.34,52.190,,1.700,267,20,41,,
T,2024-03-09 20:40:31,45.65108599,13.77601553,4.36,52.116,,1.540,284,20,41,,
T,2024-03-09 20:40:32,45.65109200,13.77599895,4.45,51.025,,1.510,287,20,41,,
T,2024-03-09 20:40:33,45.65109930,13.77598278,4.41,50.626,,1.470,292,20,41,,
T,2024-03-09 20:40:34,45.65110928,13.77596659,4.51,49.480,,1.480,304,20,41,,
T,2024-03-09 20:40:35,45.65111933,13.77594968,4.48,49.324,,1.490,305,20,40,,
T,2024-03-09 20:40:36,45.65113175,13.77593624,4.43,46.926,,1.510,315,20,40,,
T,2024-03-09 20:40:37,45.65113959,13.77591853,4.36,46.188,,1.570,295,20,40,,
T,2024-03-09 20:40:38,45.65115020,13.77590324,4.32,45.535,,1.530,310,21,40,,
T,2024-03-09 20:40:39,45.65116312,13.77589073,4.13,46.166,,1.480,320,21,40,,
T,2024-03-09 20:40:40,45.65117243,13.77587215,3.87,45.398,,1.620,297,22,40,,
T,2024-03-09 20:40:41,45.65118271,13.77585591,3.79,45.890,,1.490,298,22,40,,
T,2024-03-09 20:40:42,45.65119499,13.77584158,3.79,46.855,,1.500,308,22,40,,
T,2024-03-09 20:40:43,45.65120563,13.77582755,3.79,47.071,,1.490,310,22,40,,
T,2024-03-09 20:40:44,45.65121463,13.77581161,3.79,48.262,,1.480,302,21,40,,
T,2024-03-09 20:40:45,45.65122272,13.77579898,3.79,46.958,,1.390,301,21,40,,
T,2024-03-09 20:40:46,45.65122764,13.77578812,3.79,47.096,,1.250,292,20,40,,
T,2024-03-09 20:40:47,45.65123450,13.77577461,3.79,46.335,,1.480,310,20,40,,
T,2024-03-09 20:40:48,45.65123912,13.77575799,3.79,45.421,,1.400,301,20,40,,
T,2024-03-09 20:40:49,45.65124826,13.77574544,3.79,46.263,,1.440,316,22,40,,
T,2024-03-09 20:40:50,45.65125042,13.77572555,3.79,45.730,,1.560,287,22,40,,
T,2024-03-09 20:40:51,45.65124904,13.77570277,3.79,46.292,,1.390,287,21,42,,
T,2024-03-09 20:40:52,45.65124211,13.77567472,3.79,45.542,,1.630,259,22,42,,
T,2024-03-09 20:40:53,45.65121683,13.77566035,4.05,45.508,,1.730,220,21,42,,
T,2024-03-09 20:40:54,45.65118903,13.77564891,4.25,44.636,,1.930,203,22,42,,
T,2024-03-09 20:40:55,45.65116348,13.77564465,4.47,43.542,,1.810,189,22,42,,
T,2024-03-09 20:40:56,45.65114399,13.77563929,4.56,43.553,,1.650,196,21,41,,
T,2024-03-09 20:40:57,45.65112746,13.77563540,4.67,45.264,,1.430,195,21,42,,
T,2024-03-09 20:40:58,45.65110589,13.77562559,4.70,48.468,,1.830,206,21,42,,
T,2024-03-09 20:40:59,45.65109150,13.77561666,4.37,50.445,,1.450,209,21,42,,
T,2024-03-09 20:41:00,45.65107529,13.77560373,4.10,52.243,,1.670,218,22,42,,
T,2024-03-09 20:41:01,45.65106320,13.77558292,4.00,52.346,,1.610,237,22,42,,
T,2024-03-09 20:41:02,45.65105604,13.77555352,3.88,52.012,,1.760,252,21,42,,
T,2024-03-09 20:41:03,45.65105323,13.77552467,3.79,51.323,,1.420,262,21,42,,
T,2024-03-09 20:41:04,45.65105118,13.77549419,3.79,52.647,,1.550,278,21,42,,
T,2024-03-09 20:41:05,45.65105476,13.77546596,3.79,52.936,,1.450,285,21,42,,
T,2024-03-09 20:41:06,45.65105958,13.77543907,3.79,53.241,,1.640,292,21,42,,
T,2024-03-09 20:41:07,45.65106836,13.77541632,3.79,55.921,,1.570,300,21,42,,
T,2024-03-09 20:41:08,45.65107607,13.77539125,3.79,56.709,,1.790,297,21,42,,
T,2024-03-09 20:41:09,45.65108485,13.77537171,3.79,56.032,,1.680,305,21,42,,
T,2024-03-09 20:41:10,45.65108965,13.77535186,3.79,56.485,,1.630,292,21,42,,
T,2024-03-09 20:41:11,45.65109479,13.77534409,3.79,54.736,,1.200,297,21,42,,
T,2024-03-09 20:41:12,45.65109957,13.77533195,3.79,54.511,,1.340,300,21,42,,
T,2024-03-09 20:41:13,45.65110446,13.77531890,3.79,54.507,,1.290,302,21,42,,
T,2024-03-09 20:41:14,45.65110817,13.77530472,3.79,55.075,,1.240,295,18,42,,
T,2024-03-09 20:41:15,45.65110865,13.77528872,3.79,54.254,,1.180,283,18,41,,
T,2024-03-09 20:41:16,45.65111163,13.77527640,3.79,54.168,,0.850,296,19,41,,
T,2024-03-09 20:41:17,45.65111421,13.77526210,3.79,54.690,,1.270,283,20,41,,
T,2024-03-09 20:41:18,45.65112086,13.77524471,3.79,53.844,,1.330,291,19,41,,
T,2024-03-09 20:41:19,45.65112770,13.77522897,3.79,53.056,,1.240,294,19,41,,
T,2024-03-09 20:41:20,45.65113623,13.77520976,3.79,52.224,,1.620,299,19,41,,
T,2024-03-09 20:41:21,45.65114402,13.77518979,3.79,51.423,,1.520,299,19,41,,
T,2024-03-09 20:41:22,45.65114937,13.77516900,3.79,50.755,,1.490,295,20,40,,
T,2024-03-09 20:41:23,45.65115587,13.77514977,3.79,50.483,,1.470,293,20,40,,
T,2024-03-09 20:41:24,45.65116266,13.77512808,3.79,49.770,,1.500,285,18,40,,
T,2024-03-09 20:41:25,45.65116433,13.77510716,3.79,48.988,,1.470,271,19,40,,
T,2024-03-09 20:41:26,45.65117100,13.77508840,3.79,48.545,,1.570,296,19,40,,
T,2024-03-09 20:41:27,45.65117786,13.77507094,3.79,48.240,,1.430,288,19,40,,
T,2024-03-09 20:41:28,45.65117707,13.77505084,3.79,47.824,,1.530,265,18,40,,
T,2024-03-09 20:41:29,45.65117585,13.77503319,3.79,47.527,,1.390,265,19,40,,
T,2024-03-09 20:41:30,45.65117638,13.77501560,3.79,47.231,,1.400,272,19,40,,
T,2024-03-09 20:41:31,45.65117962,13.77499791,3.79,47.177,,1.420,282,19,42,,
T,2024-03-09 20:41:32,45.65118111,13.77497999,3.79,47.125,,1.370,272,19,42,,
T,2024-03-09 20:41:33,45.65118223,13.77496245,3.79,47.123,,1.360,272,19,42,,
T,2024-03-09 20:41:34,45.65118089,13.77494296,3.79,46.924,,1.370,283,19,42,,
T,2024-03-09 20:41:35,45.65118679,13.77492714,3.79,46.445,,1.420,302,19,42,,
T,2024-03-09 20:41:36,45.65119291,13.77491148,3.79,46.877,,1.280,305,19,42,,
T,2024-03-09 20:41:37,45.65119814,13.77489496,3.79,46.524,,1.320,295,19,42,,
T,2024-03-09 20:41:38,45.65119983,13.77487501,3.79,46.624,,1.330,283,19,42,,
T,2024-03-09 20:41:39,45.65120131,13.77485733,3.79,46.558,,1.310,278,19,42,,
T,2024-03-09 20:41:40,45.65121708,13.77486225,3.79,45.441,,1.010,347,19,42,,
T,2024-03-09 20:41:41,45.65123064,13.77486311,3.79,45.109,,1.170,343,19,42,,
T,2024-03-09 20:41:42,45.65124133,13.77485888,3.79,44.950,,1.080,336,18,42,,
T,2024-03-09 20:41:43,45.65125026,13.77484807,3.79,45.417,,1.200,315,18,42,,
T,2024-03-09 20:41:44,45.65124972,13.77482309,3.79,45.556,,1.490,270,19,42,,
T,2024-03-09 20:41:45,45.65124266,13.77479701,3.80,45.377,,1.580,260,18,42,,
T,2024-03-09 20:41:46,45.65124276,13.77477588,4.32,45.542,,1.470,276,18,42,,
T,2024-03-09 20:41:47,45.65124720,13.77475804,4.56,46.352,,1.370,282,18,42,,
T,2024-03-09 20:41:48,45.65125601,13.77474320,4.52,47.057,,1.310,289,19,42,,
T,2024-03-09 20:41:49,45.65126531,13.77472789,4.58,46.717,,1.300,296,20,42,,
T,2024-03-09 20:41:50,45.65127221,13.77471242,4.49,46.774,,1.360,284,19,42,,
T,2024-03-09 20:41:51,45.65127801,13.77470090,4.45,45.881,,1.140,287,19,42,,
T,2024-03-09 20:41:52,45.65128407,13.77469196,4.23,45.527,,1.250,270,18,42,,
T,2024-03-09 20:41:53,45.65129109,13.77467669,4.06,45.742,,1.370,298,16,42,,
T,2024-03-09 20:41:54,45.65129607,13.77466067,3.91,45.400,,1.200,298,16,42,,
T,2024-03-09 20:41:55,45.65130465,13.77464784,3.97,45.371,,1.210,294,15,42,,
T,2024-03-09 20:41:56,45.65130989,13.77463031,3.86,45.697,,1.260,288,17,42,,
T,2024-03-09 20:41:57,45.65131600,13.77461341,3.79,45.320,,1.270,301,18,42,,
T,2024-03-09 20:41:58,45.65132065,13.77459929,3.79,45.219,,1.260,284,16,42,,
T,2024-03-09 20:41:59,45.65132741,13.77458539,3.79,45.130,,1.230,291,16,42,,
T,2024-03-09 20:42:00,45.65133305,13.77457034,3.79,45.235,,1.240,294,17,42,,
T,2024-03-09 20:42:01,45.65133194,13.77455390,3.79,44.835,,1.440,263,17,42,,
T,2024-03-09 20:42:02,45.65133698,13.77454035,3.79,44.752,,1.360,293,16,42,,
T,2024-03-09 20:42:03,45.65133923,13.77452595,9.94,44.396,,1.230,281,16,42,,
T,2024-03-09 20:42:04,45.65134125,13.77450941,9.94,44.239,,1.230,286,17,42,,
T,2024-03-09 20:42:05,45.65134544,13.77449273,9.94,44.310,,1.180,290,16,42,,
T,2024-03-09 20:42:06,45.65134995,13.77447058,9.94,44.771,,1.350,292,16,42,,
T,2024-03-09 20:42:07,45.65135408,13.77444823,9.94,44.849,,1.330,293,16,42,,
T,2024-03-09 20:42:08,45.65135528,13.77442820,9.94,44.474,,1.370,272,15,42,,
T,2024-03-09 20:42:09,45.65135431,13.77441071,9.94,44.132,,1.290,262,14,42,,
T,2024-03-09 20:42:10,45.65135551,13.77439163,9.94,44.088,,1.320,272,14,42,,
T,2024-03-09 20:42:11,45.65135808,13.77436976,9.94,44.506,,1.320,277,14,42,,
T,2024-03-09 20:42:12,45.65135827,13.77434937,9.94,43.784,,1.280,272,15,42,,
T,2024-03-09 20:42:13,45.65135798,13.77432824,9.94,43.520,,1.310,275,15,42,,
T,2024-03-09 20:42:14,45.65135855,13.77430643,9.94,43.425,,1.260,283,14,42,,
T,2024-03-09 20:42:15,45.65136731,13.77428618,9.94,44.375,,1.400,289,15,42,,
T,2024-03-09 20:42:16,45.65137098,13.77426569,9.94,44.646,,1.200,291,20,42,,
T,2024-03-09 20:42:17,45.65137889,13.77424570,9.94,45.322,,1.400,308,21,42,,
T,2024-03-09 20:42:18,45.65138382,13.77422762,9.94,45.630,,1.260,300,22,42,,
T,2024-03-09 20:42:19,45.65138786,13.77420748,9.94,46.541,,1.270,298,23,42,,
T,2024-03-09 20:42:20,45.65139453,13.77418803,9.94,46.950,,1.320,287,23,42,,
T,2024-03-09 20:42:21,45.65139741,13.77416988,9.94,47.006,,1.290,285,23,42,,
T,2024-03-09 20:42:22,45.65140144,13.77415367,9.94,46.693,,1.280,299,23,42,,
T,2024-03-09 20:42:23,45.65140306,13.77413733,9.94,46.796,,1.150,292,23,42,,
T,2024-03-09 20:42:24,45.65140876,13.77411980,9.94,47.104,,1.280,302,22,42,,
T,2024-03-09 20:42:25,45.65141168,13.77410263,9.94,47.285,,1.370,279,22,42,,
T,2024-03-09 20:42:26,45.65141549,13.77408579,9.94,47.924,,1.250,293,22,42,,
T,2024-03-09 20:42:27,45.65141996,13.77406871,9.94,48.282,,1.300,295,22,42,,
T,2024-03-09 20:42:28,45.65142323,13.77405177,9.94,48.193,,1.260,294,22,42,,
T,2024-03-09 20:42:29,45.65142676,13.77403452,9.94,48.652,,1.270,290,22,42,,
T,2024-03-09 20:42:30,45.65142936,13.77401556,9.94,48.741,,1.290,285,18,42,,
T,2024-03-09 20:42:31,45.65143062,13.77399584,9.94,49.327,,1.320,277,17,42,,
T,2024-03-09 20:42:32,45.65143649,13.77398072,9.94,49.121,,1.350,292,15,42,,
T,2024-03-09 20:42:33,45.65144312,13.77396713,9.94,48.672,,1.240,303,15,42,,
T,2024-03-09 20:42:34,45.65144769,13.77395129,9.94,48.389,,1.290,295,15,42,,
T,2024-03-09 20:42:35,45.65145171,13.77393429,9.94,48.347,,1.280,288,15,42,,
T,2024-03-09 20:42:36,45.65145655,13.77391799,9.94,48.511,,1.260,295,14,42,,
T,2024-03-09 20:42:37,45.65145980,13.77390132,9.94,48.005,,1.360,281,11,42,,
T,2024-03-09 20:42:38,45.65146293,13.77388582,9.94,47.896,,1.220,287,11,42,,
T,2024-03-09 20:42:39,45.65146374,13.77386894,9.94,47.487,,1.200,271,12,42,,
T,2024-03-09 20:42:40,45.65146521,13.77385069,9.94,48.043,,1.230,276,11,42,,
T,2024-03-09 20:42:41,45.65146999,13.77383332,9.94,48.364,,1.260,286,12,42,,
T,2024-03-09 20:42:42,45.65147354,13.77381601,9.94,48.242,,1.260,283,17,42,,
T,2024-03-09 20:42:43,45.65147908,13.77380083,9.94,47.856,,1.280,297,17,42,,
T,2024-03-09 20:42:44,45.65148506,13.77378544,9.94,47.991,,1.210,304,18,42,,
T,2024-03-09 20:42:45,45.65148621,13.77376731,9.94,48.109,,1.460,272,19,42,,
T,2024-03-09 20:42:46,45.65149352,13.77375183,9.94,47.996,,1.450,302,18,42,,
T,2024-03-09 20:42:47,45.65150031,13.77373918,9.94,47.612,,1.170,304,18,42,,
T,2024-03-09 20:42:48,45.65150690,13.77372363,9.94,48.309,,1.220,303,15,42,,
T,2024-03-09 20:42:49,45.65151452,13.77370918,9.97,47.849,,1.240,315,17,42,,
T,2024-03-09 20:42:50,45.65152027,13.77369334,3.79,47.471,,1.390,293,20,42,,
T,2024-03-09 20:42:51,45.65153116,13.77368313,3.98,48.523,,1.070,310,21,42,,
T,2024-03-09 20:42:52,45.65154201,13.77367205,4.37,48.493,,1.390,313,22,42,,
T,2024-03-09 20:42:53,45.65155229,13.77365998,4.70,48.170,,1.330,315,22,42,,
T,2024-03-09 20:42:54,45.65156057,13.77365030,5.37,48.147,,1.050,323,22,42,,
T,2024-03-09 20:42:55,45.65157576,13.77364498,5.59,48.046,,1.580,341,21,42,,
T,2024-03-09 20:42:56,45.65158921,13.77363581,5.66,48.841,,1.590,332,21,42,,
T,2024-03-09 20:42:57,45.65159369,13.77362208,5.69,48.979,,1.340,321,20,42,,
T,2024-03-09 20:42:58,45.65160129,13.77360691,6.01,48.979,,1.540,322,19,42,,
T,2024-03-09 20:42:59,45.65160712,13.77359214,5.94,49.483,,1.350,326,19,42,,
T,2024-03-09 20:43:00,45.65161071,13.77358020,6.14,49.064,,1.060,315,19,42,,
T,2024-03-09 20:43:01,45.65161335,13.77356874,6.33,49.065,,0.940,309,19,42,,
T,2024-03-09 20:43:02,45.65161945,13.77355236,6.44,49.134,,1.280,303,18,42,,
T,2024-03-09 20:43:03,45.65163239,13.77353574,6.53,49.601,,1.700,326,18,42,,
T,2024-03-09 20:43:04,45.65163949,13.77352483,6.28,48.692,,1.100,333,17,42,,
T,2024-03-09 20:43:05,45.65163542,13.77351575,6.02,46.830,,0.800,314,17,42,,
T,2024-03-09 20:43:06,45.65163281,13.77350117,5.46,46.328,,1.030,304,17,42,,
T,2024-03-09 20:43:07,45.65163178,13.77348269,5.31,46.094,,1.250,291,17,42,,
T,2024-03-09 20:43:08,45.65163131,13.77346353,5.15,46.091,,1.150,287,17,42,,
T,2024-03-09 20:43:09,45.65162975,13.77344821,4.72,45.646,,0.770,282,17,42,,
T,2024-03-09 20:43:10,45.65164125,13.77343336,4.41,46.367,,1.750,336,17,42,,
T,2024-03-09 20:43:11,45.65165078,13.77341942,4.11,46.859,,1.380,315,17,42,,
T,2024-03-09 20:43:12,45.65165561,13.77340264,4.02,46.837,,1.210,306,17,42,,
T,2024-03-09 20:43:13,45.65166026,13.77338728,3.98,46.699,,1.200,302,17,42,,
T,2024-03-09 20:43:14,45.65166614,13.77337305,3.82,46.377,,1.270,316,17,42,,
T,2024-03-09 20:43:15,45.65166791,13.77335753,3.79,45.873,,1.190,304,17,42,,
T,2024-03-09 20:43:16,45.65167401,13.77334738,3.79,45.718,,1.260,332,18,42,,
T,2024-03-09 20:43:17,45.65168016,13.77333500,3.79,45.502,,1.190,318,18,42,,
T,2024-03-09 20:43:18,45.65168147,13.77331925,3.79,44.735,,1.100,295,19,42,,
T,2024-03-09 20:43:19,45.65168312,13.77330148,3.79,44.617,,1.130,295,19,42,,
T,2024-03-09 20:43:20,45.65168279,13.77328361,3.79,43.670,,1.160,312,19,42,,
T,2024-03-09 20:43:21,45.65168210,13.77326412,3.79,43.727,,1.150,296,19,42,,
T,2024-03-09 20:43:22,45.65168237,13.77324674,3.79,43.589,,1.140,311,19,42,,
T,2024-03-09 20:43:23,45.65167712,13.77322497,3.79,43.242,,1.260,290,19,42,,
T,2024-03-09 20:43:24,45.65168075,13.77321018,3.79,43.506,,1.200,311,21,42,,
T,2024-03-09 20:43:25,45.65168784,13.77319602,3.79,43.774,,1.210,322,20,42,,
T,2024-03-09 20:43:26,45.65169731,13.77318398,3.79,44.048,,1.160,319,21,42,,
T,2024-03-09 20:43:27,45.65170695,13.77317470,3.79,44.074,,1.200,326,21,42,,
